site,species,n_years,french_name
440310,COLPAL,12,Pigeon ramier
440310,CORCOR,12,Corneille noire
440310,CUCCAN,12,Coucou gris
440310,DENMAJ,12,Pic épeiche
440310,DRYMAR,12,Pic noir
440310,EMBCIT,12,Bruant jaune
440310,ERIRUB,12,Rougegorge familier
440310,FALTIN,12,Faucon crécerelle
440310,FRICOE,12,Pinson des arbres
440310,GARGLA,12,Geai des chênes
440310,HIRRUS,12,Hirondelle rustique
440310,LULARB,12,Alouette lulu
440310,LUSMEG,12,Rossignol philomèle
440310,MILCAL,12,Bruant proyer
440310,PARCAE,12,Mésange bleue
440310,PARCRI,12,Mésange huppée
440310,PARMAJ,12,Mésange charbonnière
440310,PASDOM,12,Moineau domestique
440310,PHOOCH,12,Rougequeue noir
440310,PHYCOL,12,Pouillot véloce
440310,PICVIR,12,Pic vert
440310,PRUMOD,12,Accenteur mouchet
440310,SITEUR,12,Sittelle torchepot
440310,STRDEC,12,Tourterelle turque
440310,STRTUR,12,Tourterelle des bois
440310,STUVUL,12,Étourneau sansonnet
440310,SYLATR,12,Fauvette à tête noire
440310,TROTRO,12,Troglodyte mignon
440310,TURMER,12,Merle noir
440310,TURPHI,12,Grive musicienne
440310,TURVIS,12,Grive draine
440398,ALAARV,2,Alouette des champs
440398,APUAPU,2,Martinet noir
440398,CERBRA,2,Grimpereau des jardins
440398,COLPAL,2,Pigeon ramier
440398,CORCOR,2,Corneille noire
440398,CUCCAN,2,Coucou gris
440398,DRYMAR,2,Pic noir
440398,EMBCIT,2,Bruant jaune
440398,ERIRUB,2,Rougegorge familier
440398,FRICOE,2,Pinson des arbres
440398,GALCHL,2,Gallinule poule-d'eau
440398,GARGLA,2,Geai des chênes
440398,HIRRUS,2,Hirondelle rustique
440398,LULARB,2,Alouette lulu
440398,LUSMEG,2,Rossignol philomèle
440398,PARCAE,2,Mésange bleue
440398,PARMAJ,2,Mésange charbonnière
440398,PASDOM,2,Moineau domestique
440398,PHYCOL,2,Pouillot véloce
440398,PICVIR,2,Pic vert
440398,PRUMOD,2,Accenteur mouchet
440398,STRDEC,2,Tourterelle turque
440398,STRTUR,2,Tourterelle des bois
440398,STUVUL,2,Étourneau sansonnet
440398,SYLATR,2,Fauvette à tête noire
440398,TROTRO,2,Troglodyte mignon
440398,TURMER,2,Merle noir
440398,TURPHI,2,Grive musicienne
440398,TURVIS,2,Grive draine
440411,ALAARV,20,Alouette des champs
440411,ANTTRI,20,Pipit des arbres
440411,APUAPU,20,Martinet noir
440411,CERBRA,20,Grimpereau des jardins
440411,COLPAL,20,Pigeon ramier
440411,CORCOR,20,Corneille noire
440411,CUCCAN,20,Coucou gris
440411,DENMAJ,20,Pic épeiche
440411,DRYMAR,20,Pic noir
440411,EMBCIT,20,Bruant jaune
440411,ERIRUB,20,Rougegorge familier
440411,FALTIN,20,Faucon crécerelle
440411,FRICOE,20,Pinson des arbres
440411,GALCHL,20,Gallinule poule-d'eau
440411,GARGLA,20,Geai des chênes
440411,HIRRUS,20,Hirondelle rustique
440411,LULARB,20,Alouette lulu
440411,LUSMEG,20,Rossignol philomèle
440411,MILCAL,20,Bruant proyer
440411,PARCAE,20,Mésange bleue
440411,PARCRI,20,Mésange huppée
440411,PARMAJ,20,Mésange charbonnière
440411,PASDOM,20,Moineau domestique
440411,PHOOCH,20,Rougequeue noir
440411,PHYCOL,20,Pouillot véloce
440411,PICVIR,20,Pic vert
440411,PRUMOD,20,Accenteur mouchet
440411,SITEUR,20,Sittelle torchepot
440411,STRDEC,20,Tourterelle turque
440411,STRTUR,20,Tourterelle des bois
440411,STUVUL,20,Étourneau sansonnet
440411,SYLATR,20,Fauvette à tête noire
440411,TROTRO,20,Troglodyte mignon
440411,TURMER,20,Merle noir
440411,TURPHI,20,Grive musicienne
440411,TURVIS,20,Grive draine
440430,ANTTRI,7,Pipit des arbres
440430,CERBRA,7,Grimpereau des jardins
440430,COLPAL,7,Pigeon ramier
440430,CORCOR,7,Corneille noire
440430,CUCCAN,7,Coucou gris
440430,DENMAJ,7,Pic épeiche
440430,DRYMAR,7,Pic noir
440430,EMBCIT,7,Bruant jaune
440430,ERIRUB,7,Rougegorge familier
440430,FRICOE,7,Pinson des arbres
440430,GARGLA,7,Geai des chênes
440430,HIRRUS,7,Hirondelle rustique
440430,PARCAE,7,Mésange bleue
440430,PARCRI,7,Mésange huppée
440430,PARMAJ,7,Mésange charbonnière
440430,PHYCOL,7,Pouillot véloce
440430,PICVIR,7,Pic vert
440430,PRUMOD,7,Accenteur mouchet
440430,SITEUR,7,Sittelle torchepot
440430,STRDEC,7,Tourterelle turque
440430,STRTUR,7,Tourterelle des bois
440430,STUVUL,7,Étourneau sansonnet
440430,SYLATR,7,Fauvette à tête noire
440430,TROTRO,7,Troglodyte mignon
440430,TURMER,7,Merle noir
440430,TURPHI,7,Grive musicienne
440430,TURVIS,7,Grive draine
440456,ALAARV,16,Alouette des champs
440456,ANTTRI,16,Pipit des arbres
440456,APUAPU,16,Martinet noir
440456,CERBRA,16,Grimpereau des jardins
440456,COLPAL,16,Pigeon ramier
440456,CORCOR,16,Corneille noire
440456,CUCCAN,16,Coucou gris
440456,DENMAJ,16,Pic épeiche
440456,DRYMAR,16,Pic noir
440456,EMBCIT,16,Bruant jaune
440456,ERIRUB,16,Rougegorge familier
440456,FALTIN,16,Faucon crécerelle
440456,FRICOE,16,Pinson des arbres
440456,GALCHL,16,Gallinule poule-d'eau
440456,GARGLA,16,Geai des chênes
440456,HIRRUS,16,Hirondelle rustique
440456,LULARB,16,Alouette lulu
440456,LUSMEG,16,Rossignol philomèle
440456,PARCAE,16,Mésange bleue
440456,PARCRI,16,Mésange huppée
440456,PARMAJ,16,Mésange charbonnière
440456,PASDOM,16,Moineau domestique
440456,PHYCOL,16,Pouillot véloce
440456,PICVIR,16,Pic vert
440456,PRUMOD,16,Accenteur mouchet
440456,SITEUR,16,Sittelle torchepot
440456,STRDEC,16,Tourterelle turque
440456,STRTUR,16,Tourterelle des bois
440456,STUVUL,16,Étourneau sansonnet
440456,SYLATR,16,Fauvette à tête noire
440456,TROTRO,16,Troglodyte mignon
440456,TURMER,16,Merle noir
440456,TURPHI,16,Grive musicienne
440456,TURVIS,16,Grive draine
440480,ALAARV,22,Alouette des champs
440480,ANTTRI,22,Pipit des arbres
440480,APUAPU,22,Martinet noir
440480,CERBRA,22,Grimpereau des jardins
440480,COLPAL,22,Pigeon ramier
440480,CORCOR,22,Corneille noire
440480,CUCCAN,22,Coucou gris
440480,DENMAJ,22,Pic épeiche
440480,EMBCIT,22,Bruant jaune
440480,ERIRUB,22,Rougegorge familier
440480,FALTIN,22,Faucon crécerelle
440480,FRICOE,22,Pinson des arbres
440480,GALCHL,22,Gallinule poule-d'eau
440480,GARGLA,22,Geai des chênes
440480,HIRRUS,22,Hirondelle rustique
440480,LULARB,22,Alouette lulu
440480,LUSMEG,22,Rossignol philomèle
440480,PARCAE,22,Mésange bleue
440480,PARMAJ,22,Mésange charbonnière
440480,PASDOM,22,Moineau domestique
440480,PHOOCH,22,Rougequeue noir
440480,PHYCOL,22,Pouillot véloce
440480,PICVIR,22,Pic vert
440480,PRUMOD,22,Accenteur mouchet
440480,SITEUR,22,Sittelle torchepot
440480,STRDEC,22,Tourterelle turque
440480,STRTUR,22,Tourterelle des bois
440480,STUVUL,22,Étourneau sansonnet
440480,SYLATR,22,Fauvette à tête noire
440480,TROTRO,22,Troglodyte mignon
440480,TURMER,22,Merle noir
440480,TURPHI,22,Grive musicienne
440480,TURVIS,22,Grive draine
440637,ALAARV,9,Alouette des champs
440637,ANTTRI,9,Pipit des arbres
440637,APUAPU,9,Martinet noir
440637,CERBRA,9,Grimpereau des jardins
440637,COLPAL,9,Pigeon ramier
440637,CORCOR,9,Corneille noire
440637,CUCCAN,9,Coucou gris
440637,DENMAJ,9,Pic épeiche
440637,EMBCIT,9,Bruant jaune
440637,ERIRUB,9,Rougegorge familier
440637,FALTIN,9,Faucon crécerelle
440637,FRICOE,9,Pinson des arbres
440637,GALCHL,9,Gallinule poule-d'eau
440637,GARGLA,9,Geai des chênes
440637,HIRRUS,9,Hirondelle rustique
440637,LULARB,9,Alouette lulu
440637,LUSMEG,9,Rossignol philomèle
440637,PARCAE,9,Mésange bleue
440637,PARMAJ,9,Mésange charbonnière
440637,PASDOM,9,Moineau domestique
440637,PHOOCH,9,Rougequeue noir
440637,PHYCOL,9,Pouillot véloce
440637,PICVIR,9,Pic vert
440637,PRUMOD,9,Accenteur mouchet
440637,SITEUR,9,Sittelle torchepot
440637,STRDEC,9,Tourterelle turque
440637,STRTUR,9,Tourterelle des bois
440637,STUVUL,9,Étourneau sansonnet
440637,SYLATR,9,Fauvette à tête noire
440637,TROTRO,9,Troglodyte mignon
440637,TURMER,9,Merle noir
440637,TURPHI,9,Grive musicienne
440637,TURVIS,9,Grive draine
440660,ALAARV,14,Alouette des champs
440660,ANTTRI,14,Pipit des arbres
440660,APUAPU,14,Martinet noir
440660,CERBRA,14,Grimpereau des jardins
440660,COLPAL,14,Pigeon ramier
440660,CORCOR,14,Corneille noire
440660,CUCCAN,14,Coucou gris
440660,DENMAJ,14,Pic épeiche
440660,EMBCIT,14,Bruant jaune
440660,ERIRUB,14,Rougegorge familier
440660,FALTIN,14,Faucon crécerelle
440660,FRICOE,14,Pinson des arbres
440660,GALCHL,14,Gallinule poule-d'eau
440660,GARGLA,14,Geai des chênes
440660,HIRRUS,14,Hirondelle rustique
440660,LULARB,14,Alouette lulu
440660,LUSMEG,14,Rossignol philomèle
440660,PARCAE,14,Mésange bleue
440660,PARMAJ,14,Mésange charbonnière
440660,PASDOM,14,Moineau domestique
440660,PHYCOL,14,Pouillot véloce
440660,PICVIR,14,Pic vert
440660,PRUMOD,14,Accenteur mouchet
440660,STRDEC,14,Tourterelle turque
440660,STRTUR,14,Tourterelle des bois
440660,STUVUL,14,Étourneau sansonnet
440660,SYLATR,14,Fauvette à tête noire
440660,TROTRO,14,Troglodyte mignon
440660,TURMER,14,Merle noir
440660,TURPHI,14,Grive musicienne
440660,TURVIS,14,Grive draine
440665,ANTTRI,8,Pipit des arbres
440665,CERBRA,8,Grimpereau des jardins
440665,COLPAL,8,Pigeon ramier
440665,CORCOR,8,Corneille noire
440665,CUCCAN,8,Coucou gris
440665,DENMAJ,8,Pic épeiche
440665,EMBCIT,8,Bruant jaune
440665,ERIRUB,8,Rougegorge familier
440665,FALTIN,8,Faucon crécerelle
440665,FRICOE,8,Pinson des arbres
440665,GALCHL,8,Gallinule poule-d'eau
440665,GARGLA,8,Geai des chênes
440665,HIRRUS,8,Hirondelle rustique
440665,LULARB,8,Alouette lulu
440665,LUSMEG,8,Rossignol philomèle
440665,PARCAE,8,Mésange bleue
440665,PARCRI,8,Mésange huppée
440665,PARMAJ,8,Mésange charbonnière
440665,PASDOM,8,Moineau domestique
440665,PHYCOL,8,Pouillot véloce
440665,PICVIR,8,Pic vert
440665,PRUMOD,8,Accenteur mouchet
440665,SITEUR,8,Sittelle torchepot
440665,STRDEC,8,Tourterelle turque
440665,STRTUR,8,Tourterelle des bois
440665,STUVUL,8,Étourneau sansonnet
440665,SYLATR,8,Fauvette à tête noire
440665,TROTRO,8,Troglodyte mignon
440665,TURMER,8,Merle noir
440665,TURPHI,8,Grive musicienne
440665,TURVIS,8,Grive draine
440817,ALAARV,13,Alouette des champs
440817,APUAPU,13,Martinet noir
440817,CERBRA,13,Grimpereau des jardins
440817,COLPAL,13,Pigeon ramier
440817,CORCOR,13,Corneille noire
440817,CUCCAN,13,Coucou gris
440817,DENMAJ,13,Pic épeiche
440817,EMBCIT,13,Bruant jaune
440817,ERIRUB,13,Rougegorge familier
440817,FALTIN,13,Faucon crécerelle
440817,FRICOE,13,Pinson des arbres
440817,GALCHL,13,Gallinule poule-d'eau
440817,GARGLA,13,Geai des chênes
440817,HIRRUS,13,Hirondelle rustique
440817,LUSMEG,13,Rossignol philomèle
440817,PARCAE,13,Mésange bleue
440817,PARMAJ,13,Mésange charbonnière
440817,PASDOM,13,Moineau domestique
440817,PHOOCH,13,Rougequeue noir
440817,PHYCOL,13,Pouillot véloce
440817,PICVIR,13,Pic vert
440817,PRUMOD,13,Accenteur mouchet
440817,STRDEC,13,Tourterelle turque
440817,STRTUR,13,Tourterelle des bois
440817,STUVUL,13,Étourneau sansonnet
440817,SYLATR,13,Fauvette à tête noire
440817,TROTRO,13,Troglodyte mignon
440817,TURMER,13,Merle noir
440817,TURPHI,13,Grive musicienne
440817,TURVIS,13,Grive draine
440841,ALAARV,4,Alouette des champs
440841,APUAPU,4,Martinet noir
440841,CERBRA,4,Grimpereau des jardins
440841,COLPAL,4,Pigeon ramier
440841,CORCOR,4,Corneille noire
440841,CUCCAN,4,Coucou gris
440841,DENMAJ,4,Pic épeiche
440841,ERIRUB,4,Rougegorge familier
440841,FRICOE,4,Pinson des arbres
440841,GALCHL,4,Gallinule poule-d'eau
440841,GARGLA,4,Geai des chênes
440841,HIRRUS,4,Hirondelle rustique
440841,LULARB,4,Alouette lulu
440841,PARCAE,4,Mésange bleue
440841,PARMAJ,4,Mésange charbonnière
440841,PASDOM,4,Moineau domestique
440841,PHYCOL,4,Pouillot véloce
440841,PICVIR,4,Pic vert
440841,PRUMOD,4,Accenteur mouchet
440841,SITEUR,4,Sittelle torchepot
440841,STRDEC,4,Tourterelle turque
440841,STRTUR,4,Tourterelle des bois
440841,STUVUL,4,Étourneau sansonnet
440841,SYLATR,4,Fauvette à tête noire
440841,TROTRO,4,Troglodyte mignon
440841,TURMER,4,Merle noir
440841,TURPHI,4,Grive musicienne
440841,TURVIS,4,Grive draine
440867,APUAPU,2,Martinet noir
440867,CERBRA,2,Grimpereau des jardins
440867,COLPAL,2,Pigeon ramier
440867,CORCOR,2,Corneille noire
440867,CUCCAN,2,Coucou gris
440867,DENMAJ,2,Pic épeiche
440867,ERIRUB,2,Rougegorge familier
440867,FRICOE,2,Pinson des arbres
440867,GALCHL,2,Gallinule poule-d'eau
440867,GARGLA,2,Geai des chênes
440867,HIRRUS,2,Hirondelle rustique
440867,LUSMEG,2,Rossignol philomèle
440867,PARCAE,2,Mésange bleue
440867,PARMAJ,2,Mésange charbonnière
440867,PASDOM,2,Moineau domestique
440867,PHOOCH,2,Rougequeue noir
440867,PHYCOL,2,Pouillot véloce
440867,PICVIR,2,Pic vert
440867,PRUMOD,2,Accenteur mouchet
440867,STRDEC,2,Tourterelle turque
440867,STRTUR,2,Tourterelle des bois
440867,STUVUL,2,Étourneau sansonnet
440867,SYLATR,2,Fauvette à tête noire
440867,TROTRO,2,Troglodyte mignon
440867,TURMER,2,Merle noir
440867,TURPHI,2,Grive musicienne
440877,ALAARV,15,Alouette des champs
440877,ANTTRI,15,Pipit des arbres
440877,APUAPU,15,Martinet noir
440877,CERBRA,15,Grimpereau des jardins
440877,COLPAL,15,Pigeon ramier
440877,CORCOR,15,Corneille noire
440877,CUCCAN,15,Coucou gris
440877,DENMAJ,15,Pic épeiche
440877,ERIRUB,15,Rougegorge familier
440877,FALTIN,15,Faucon crécerelle
440877,FRICOE,15,Pinson des arbres
440877,GALCHL,15,Gallinule poule-d'eau
440877,GARGLA,15,Geai des chênes
440877,HIRRUS,15,Hirondelle rustique
440877,LULARB,15,Alouette lulu
440877,LUSMEG,15,Rossignol philomèle
440877,PARCAE,15,Mésange bleue
440877,PARMAJ,15,Mésange charbonnière
440877,PASDOM,15,Moineau domestique
440877,PHOOCH,15,Rougequeue noir
440877,PHYCOL,15,Pouillot véloce
440877,PICVIR,15,Pic vert
440877,PRUMOD,15,Accenteur mouchet
440877,STRDEC,15,Tourterelle turque
440877,STRTUR,15,Tourterelle des bois
440877,STUVUL,15,Étourneau sansonnet
440877,SYLATR,15,Fauvette à tête noire
440877,TROTRO,15,Troglodyte mignon
440877,TURMER,15,Merle noir
440877,TURPHI,15,Grive musicienne
440877,TURVIS,15,Grive draine
440891,ALAARV,18,Alouette des champs
440891,ANTTRI,18,Pipit des arbres
440891,APUAPU,18,Martinet noir
440891,CERBRA,18,Grimpereau des jardins
440891,COLPAL,18,Pigeon ramier
440891,CORCOR,18,Corneille noire
440891,CUCCAN,18,Coucou gris
440891,DENMAJ,18,Pic épeiche
440891,EMBCIT,18,Bruant jaune
440891,ERIRUB,18,Rougegorge familier
440891,FALTIN,18,Faucon crécerelle
440891,FRICOE,18,Pinson des arbres
440891,GALCHL,18,Gallinule poule-d'eau
440891,GARGLA,18,Geai des chênes
440891,HIRRUS,18,Hirondelle rustique
440891,LULARB,18,Alouette lulu
440891,LUSMEG,18,Rossignol philomèle
440891,MILCAL,18,Bruant proyer
440891,PARCAE,18,Mésange bleue
440891,PARMAJ,18,Mésange charbonnière
440891,PASDOM,18,Moineau domestique
440891,PHOOCH,18,Rougequeue noir
440891,PHYCOL,18,Pouillot véloce
440891,PICVIR,18,Pic vert
440891,PRUMOD,18,Accenteur mouchet
440891,STRDEC,18,Tourterelle turque
440891,STRTUR,18,Tourterelle des bois
440891,STUVUL,18,Étourneau sansonnet
440891,SYLATR,18,Fauvette à tête noire
440891,TROTRO,18,Troglodyte mignon
440891,TURMER,18,Merle noir
440891,TURPHI,18,Grive musicienne
440891,TURVIS,18,Grive draine
440932,ALAARV,7,Alouette des champs
440932,ANTTRI,7,Pipit des arbres
440932,APUAPU,7,Martinet noir
440932,CERBRA,7,Grimpereau des jardins
440932,COLPAL,7,Pigeon ramier
440932,CORCOR,7,Corneille noire
440932,CUCCAN,7,Coucou gris
440932,DENMAJ,7,Pic épeiche
440932,DRYMAR,7,Pic noir
440932,ERIRUB,7,Rougegorge familier
440932,FALTIN,7,Faucon crécerelle
440932,FRICOE,7,Pinson des arbres
440932,GARGLA,7,Geai des chênes
440932,HIRRUS,7,Hirondelle rustique
440932,LULARB,7,Alouette lulu
440932,LUSMEG,7,Rossignol philomèle
440932,PARCAE,7,Mésange bleue
440932,PARMAJ,7,Mésange charbonnière
440932,PASDOM,7,Moineau domestique
440932,PHOOCH,7,Rougequeue noir
440932,PHYCOL,7,Pouillot véloce
440932,PICVIR,7,Pic vert
440932,PRUMOD,7,Accenteur mouchet
440932,SITEUR,7,Sittelle torchepot
440932,STRDEC,7,Tourterelle turque
440932,STRTUR,7,Tourterelle des bois
440932,STUVUL,7,Étourneau sansonnet
440932,SYLATR,7,Fauvette à tête noire
440932,TROTRO,7,Troglodyte mignon
440932,TURMER,7,Merle noir
440932,TURPHI,7,Grive musicienne
440932,TURVIS,7,Grive draine
440989,ANTTRI,6,Pipit des arbres
440989,APUAPU,6,Martinet noir
440989,CERBRA,6,Grimpereau des jardins
440989,COLPAL,6,Pigeon ramier
440989,CORCOR,6,Corneille noire
440989,CUCCAN,6,Coucou gris
440989,DENMAJ,6,Pic épeiche
440989,EMBCIT,6,Bruant jaune
440989,ERIRUB,6,Rougegorge familier
440989,FALTIN,6,Faucon crécerelle
440989,FRICOE,6,Pinson des arbres
440989,GALCHL,6,Gallinule poule-d'eau
440989,GARGLA,6,Geai des chênes
440989,HIRRUS,6,Hirondelle rustique
440989,LULARB,6,Alouette lulu
440989,LUSMEG,6,Rossignol philomèle
440989,PARCAE,6,Mésange bleue
440989,PARMAJ,6,Mésange charbonnière
440989,PASDOM,6,Moineau domestique
440989,PHYCOL,6,Pouillot véloce
440989,PICVIR,6,Pic vert
440989,PRUMOD,6,Accenteur mouchet
440989,SITEUR,6,Sittelle torchepot
440989,STRDEC,6,Tourterelle turque
440989,STRTUR,6,Tourterelle des bois
440989,STUVUL,6,Étourneau sansonnet
440989,SYLATR,6,Fauvette à tête noire
440989,TROTRO,6,Troglodyte mignon
440989,TURMER,6,Merle noir
440989,TURPHI,6,Grive musicienne
440989,TURVIS,6,Grive draine
440990,ALAARV,8,Alouette des champs
440990,ANTTRI,8,Pipit des arbres
440990,APUAPU,8,Martinet noir
440990,CERBRA,8,Grimpereau des jardins
440990,COLPAL,8,Pigeon ramier
440990,CORCOR,8,Corneille noire
440990,CUCCAN,8,Coucou gris
440990,DENMAJ,8,Pic épeiche
440990,EMBCIT,8,Bruant jaune
440990,ERIRUB,8,Rougegorge familier
440990,FALTIN,8,Faucon crécerelle
440990,FRICOE,8,Pinson des arbres
440990,GARGLA,8,Geai des chênes
440990,HIRRUS,8,Hirondelle rustique
440990,LULARB,8,Alouette lulu
440990,LUSMEG,8,Rossignol philomèle
440990,PARCAE,8,Mésange bleue
440990,PARMAJ,8,Mésange charbonnière
440990,PASDOM,8,Moineau domestique
440990,PHOOCH,8,Rougequeue noir
440990,PHYCOL,8,Pouillot véloce
440990,PICVIR,8,Pic vert
440990,PRUMOD,8,Accenteur mouchet
440990,SITEUR,8,Sittelle torchepot
440990,STRDEC,8,Tourterelle turque
440990,STRTUR,8,Tourterelle des bois
440990,STUVUL,8,Étourneau sansonnet
440990,SYLATR,8,Fauvette à tête noire
440990,TROTRO,8,Troglodyte mignon
440990,TURMER,8,Merle noir
440990,TURPHI,8,Grive musicienne
440990,TURVIS,8,Grive draine
440993,ALAARV,13,Alouette des champs
440993,ANTTRI,13,Pipit des arbres
440993,APUAPU,13,Martinet noir
440993,CERBRA,13,Grimpereau des jardins
440993,COLPAL,13,Pigeon ramier
440993,CORCOR,13,Corneille noire
440993,CUCCAN,13,Coucou gris
440993,DENMAJ,13,Pic épeiche
440993,EMBCIT,13,Bruant jaune
440993,ERIRUB,13,Rougegorge familier
440993,FALTIN,13,Faucon crécerelle
440993,FRICOE,13,Pinson des arbres
440993,GALCHL,13,Gallinule poule-d'eau
440993,GARGLA,13,Geai des chênes
440993,HIRRUS,13,Hirondelle rustique
440993,LUSMEG,13,Rossignol philomèle
440993,PARCAE,13,Mésange bleue
440993,PARCRI,13,Mésange huppée
440993,PARMAJ,13,Mésange charbonnière
440993,PASDOM,13,Moineau domestique
440993,PHOOCH,13,Rougequeue noir
440993,PHYCOL,13,Pouillot véloce
440993,PICVIR,13,Pic vert
440993,PRUMOD,13,Accenteur mouchet
440993,SITEUR,13,Sittelle torchepot
440993,STRDEC,13,Tourterelle turque
440993,STRTUR,13,Tourterelle des bois
440993,STUVUL,13,Étourneau sansonnet
440993,SYLATR,13,Fauvette à tête noire
440993,TROTRO,13,Troglodyte mignon
440993,TURMER,13,Merle noir
440993,TURPHI,13,Grive musicienne
440993,TURVIS,13,Grive draine
441008,ALAARV,11,Alouette des champs
441008,ANTTRI,11,Pipit des arbres
441008,APUAPU,11,Martinet noir
441008,COLPAL,11,Pigeon ramier
441008,CORCOR,11,Corneille noire
441008,CUCCAN,11,Coucou gris
441008,FALTIN,11,Faucon crécerelle
441008,GALCHL,11,Gallinule poule-d'eau
441008,GARGLA,11,Geai des chênes
441008,HIRRUS,11,Hirondelle rustique
441008,PARMAJ,11,Mésange charbonnière
441008,PHYCOL,11,Pouillot véloce
441008,PRUMOD,11,Accenteur mouchet
441008,STUVUL,11,Étourneau sansonnet
441008,SYLATR,11,Fauvette à tête noire
441008,TROTRO,11,Troglodyte mignon
441008,TURMER,11,Merle noir
441032,APUAPU,2,Martinet noir
441032,CERBRA,2,Grimpereau des jardins
441032,COLPAL,2,Pigeon ramier
441032,CORCOR,2,Corneille noire
441032,CUCCAN,2,Coucou gris
441032,DENMAJ,2,Pic épeiche
441032,ERIRUB,2,Rougegorge familier
441032,FRICOE,2,Pinson des arbres
441032,GARGLA,2,Geai des chênes
441032,HIRRUS,2,Hirondelle rustique
441032,PARCAE,2,Mésange bleue
441032,PARMAJ,2,Mésange charbonnière
441032,PASDOM,2,Moineau domestique
441032,PHOOCH,2,Rougequeue noir
441032,PHYCOL,2,Pouillot véloce
441032,PICVIR,2,Pic vert
441032,PRUMOD,2,Accenteur mouchet
441032,SITEUR,2,Sittelle torchepot
441032,STRDEC,2,Tourterelle turque
441032,STRTUR,2,Tourterelle des bois
441032,STUVUL,2,Étourneau sansonnet
441032,SYLATR,2,Fauvette à tête noire
441032,TROTRO,2,Troglodyte mignon
441032,TURMER,2,Merle noir
441032,TURPHI,2,Grive musicienne
441032,TURVIS,2,Grive draine
441048,APUAPU,2,Martinet noir
441048,CERBRA,2,Grimpereau des jardins
441048,COLPAL,2,Pigeon ramier
441048,CORCOR,2,Corneille noire
441048,CUCCAN,2,Coucou gris
441048,DENMAJ,2,Pic épeiche
441048,EMBCIT,2,Bruant jaune
441048,ERIRUB,2,Rougegorge familier
441048,FALTIN,2,Faucon crécerelle
441048,FRICOE,2,Pinson des arbres
441048,GALCHL,2,Gallinule poule-d'eau
441048,GARGLA,2,Geai des chênes
441048,HIRRUS,2,Hirondelle rustique
441048,LULARB,2,Alouette lulu
441048,LUSMEG,2,Rossignol philomèle
441048,PARCAE,2,Mésange bleue
441048,PARMAJ,2,Mésange charbonnière
441048,PASDOM,2,Moineau domestique
441048,PHYCOL,2,Pouillot véloce
441048,PICVIR,2,Pic vert
441048,PRUMOD,2,Accenteur mouchet
441048,SITEUR,2,Sittelle torchepot
441048,STRDEC,2,Tourterelle turque
441048,STRTUR,2,Tourterelle des bois
441048,STUVUL,2,Étourneau sansonnet
441048,SYLATR,2,Fauvette à tête noire
441048,TROTRO,2,Troglodyte mignon
441048,TURMER,2,Merle noir
441048,TURPHI,2,Grive musicienne
441048,TURVIS,2,Grive draine
441051,ALAARV,4,Alouette des champs
441051,APUAPU,4,Martinet noir
441051,CERBRA,4,Grimpereau des jardins
441051,COLPAL,4,Pigeon ramier
441051,CORCOR,4,Corneille noire
441051,CUCCAN,4,Coucou gris
441051,ERIRUB,4,Rougegorge familier
441051,FALTIN,4,Faucon crécerelle
441051,FRICOE,4,Pinson des arbres
441051,GALCHL,4,Gallinule poule-d'eau
441051,GARGLA,4,Geai des chênes
441051,HIRRUS,4,Hirondelle rustique
441051,PARCAE,4,Mésange bleue
441051,PARMAJ,4,Mésange charbonnière
441051,PASDOM,4,Moineau domestique
441051,PHOOCH,4,Rougequeue noir
441051,PHYCOL,4,Pouillot véloce
441051,PICVIR,4,Pic vert
441051,PRUMOD,4,Accenteur mouchet
441051,STRDEC,4,Tourterelle turque
441051,STUVUL,4,Étourneau sansonnet
441051,SYLATR,4,Fauvette à tête noire
441051,TROTRO,4,Troglodyte mignon
441051,TURMER,4,Merle noir
441051,TURPHI,4,Grive musicienne
441051,TURVIS,4,Grive draine
441053,ALAARV,23,Alouette des champs
441053,ANTTRI,23,Pipit des arbres
441053,APUAPU,23,Martinet noir
441053,CERBRA,23,Grimpereau des jardins
441053,COLPAL,23,Pigeon ramier
441053,CORCOR,23,Corneille noire
441053,CUCCAN,23,Coucou gris
441053,DENMAJ,23,Pic épeiche
441053,ERIRUB,23,Rougegorge familier
441053,FALTIN,23,Faucon crécerelle
441053,FRICOE,23,Pinson des arbres
441053,GALCHL,23,Gallinule poule-d'eau
441053,GARGLA,23,Geai des chênes
441053,HIRRUS,23,Hirondelle rustique
441053,LUSMEG,23,Rossignol philomèle
441053,PARCAE,23,Mésange bleue
441053,PARCRI,23,Mésange huppée
441053,PARMAJ,23,Mésange charbonnière
441053,PASDOM,23,Moineau domestique
441053,PHOOCH,23,Rougequeue noir
441053,PHYCOL,23,Pouillot véloce
441053,PICVIR,23,Pic vert
441053,PRUMOD,23,Accenteur mouchet
441053,STRDEC,23,Tourterelle turque
441053,STRTUR,23,Tourterelle des bois
441053,STUVUL,23,Étourneau sansonnet
441053,SYLATR,23,Fauvette à tête noire
441053,TROTRO,23,Troglodyte mignon
441053,TURMER,23,Merle noir
441053,TURPHI,23,Grive musicienne
441053,TURVIS,23,Grive draine
441061,ALAARV,12,Alouette des champs
441061,ANTTRI,12,Pipit des arbres
441061,APUAPU,12,Martinet noir
441061,CERBRA,12,Grimpereau des jardins
441061,COLPAL,12,Pigeon ramier
441061,CORCOR,12,Corneille noire
