id_cell,n_samples,Area_grid_tot_Urba,ValueSPred_Urba,Area_grid_tot_For,ValueSPred_For,Area_grid_tot_CC,ValueSPred_CC,Area_grid_tot_M,ValueSPred_M,Area_grid_tot_ZH,ValueSPred_ZH,mean_concentration_air_grid_max,mean_tii_grid_max,mean_tii_scale_grid_max,mean_concentration_water_grid_max,all_pesticide_exposure_grid_max,mean_concentration_air_grid_sum,mean_tii_grid_sum,mean_tii_scale_grid_sum,mean_concentration_water_grid_sum,all_pesticide_exposure_grid_sum,SurfBio_cell,nb_exp_cell,Long_route,nb_roads,Lum_max,Lum_median,Lum_mean,Lum_min
127202,735,,,0.0,7.660555444616573e-11,-1.3127772867911733,-1.0708701810163435,-7.077763220598338e-09,-0.016310889136630702,,,-1.6702827078055265,0.7636497405408437,0.7636497405407439,1.6764342754218053,0.6016447656457368,-1.498256293733531,0.7636497405405082,0.7636497405408403,-1.794491008602332,-0.31930684286720296,-0.9076093022927961,0.11127534777890782,0.7510070568780228,0.6545672492124452,-0.09433381871713374,0.4696725105680955,-1.7832860588990485,0.8546789889209649
59239,735,0.0,,0.0,-6.9749556720010095e-09,0.1936590232816074,-1.528145652142429,,,,,-0.253128607338781,-0.23847306570294766,-0.23847306570299465,0.30050692062667667,-0.2891075135834063,-0.5611603942129337,-0.23847406282051575,-0.23847406282051165,0.3025036140838016,-0.2588064588865582,-1.142362150556107,0.29122762833124693,0.49529595547937433,0.09654693938669727,-1.7913105546989678,1.9330298987432706,-2.805661633754078,0.4979237441209325
82107,735,,,0.0,-0.03472295692895879,-0.37088320896852167,0.5064940644820327,,,,,-0.7676260126605092,0.9653533693109121,0.9653533693109916,0.02336000496897177,-0.7052780579952072,0.29731729461124823,0.11130038140608006,0.11130038140620953,0.023360004969003572,-0.7053039014019257,0.0,0.0,-1.6029296409137845,0.4097648738801393,-1.4354385942441363,0.8897668984859173,-1.6487180344994923,1.6967045317780411
123302,726,2.886144968132576,0.7140334043838142,,,3.1922649579679847,-0.8894754180554656,-1.6910790323319844,-0.23712729125016016,,,-2.025375630904945,-0.6806486475241514,-0.6806486475243337,-1.6795458208092582,1.1195266054519706,-2.3281266853922027,-0.3851832235278887,-0.38518322352797385,-0.48758229556652677,-0.33979604040868755,-2.347134287606072,0.04145170133790168,-2.1593239703120415,0.9030065345706866,0.3435656067765846,-2.810849227817025,-2.725736542832824,0.07199907207514802
75902,720,-4.948338490318021,-2.4311705422443,0.0,0.0,-7.481914284130375e-07,-4.215039104637374e-07,0.9097572870345264,0.5814151432379105,,,-0.19690772514824373,0.7643333627014038,0.7643333627016232,-1.910093433508892,3.959984845801939,1.1026950052862834,0.3911040337849426,0.3911040337850859,0.05209354859528706,-0.5178842487249464,0.0,0.0,15.765311911330338,-2.676903075503543,2.8912510798490008,-0.4100326303175215,-2.7946452286672963,7.141744694990544
123773,720,0.0,,0.0,-4.274673735843563e-09,2.7518055796086394,-0.4151398071339787,-0.4449294536658731,1.2022385002306355,,,-0.6399892216580563,-2.169157017621747,-2.1691570176217305,0.8972659594373564,-0.8071980812795487,0.5544832302988337,-2.4314757106930793,-2.4314757106930056,0.8972659594373782,-0.3930583721406908,0.0,0.0,-2.483245836185315,1.8346968398400758,-0.7051260500003433,-1.3658248135075706,-0.12604929393896136,0.0
138144,714,,,0.0,0.0,0.697175928921752,-0.2122775737838844,-0.1988272463679406,-0.1039230794381494,-1.5863191604092492e-08,-8.608122361341986e-09,1.9671400641048096,-0.028714934316118053,-0.028714934315976343,-0.34572174909313863,2.272165000282977,-1.7838968435963547,0.27663662516508497,0.2766366251650442,-0.34572174909314546,1.775205226071129,0.0,0.0,-0.30714960862395574,-0.5551462449604667,-0.5779280029847286,1.7993113574578414,-0.3937253274002733,-0.13269355890797432
89088,714,0.791680000300916,0.5071654325274448,0.0,-0.19060237016678422,-0.9091600462830703,-0.9812529286850792,-0.283181532105132,-1.9992283733464085,,,-0.5881769152042615,0.4078237374584208,0.4078237374585013,0.1954064499321461,-0.5518876232410593,-0.2726510410843999,0.080504669388492,0.08050466938858036,0.4620634268847644,-0.2834529850979431,0.0,0.0,-1.3660574744300211,1.3991834060957746,5.535738631941775,-1.6922279669127183,-2.4774349759212724,-0.8728544446541308
63368,714,0.21599642319915727,0.034017416121624025,,,-0.9724043634428146,-0.1321423198783315,-1.87625110620163e-07,-0.21545852663797793,,,-0.06145748058086477,-0.40387437559271233,-0.40387437559263323,0.5699958807153851,-0.7280476491652352,0.5505420938693837,-0.4029612559483753,-0.4029612559483802,0.5699958807153824,-0.08124932525879892,0.0,0.0,-0.8480983624139502,-0.635747200298581,-1.0479418067964872,-0.20988511171718727,-0.26873780853607276,-0.484257237663134
118725,714,0.18989406709697107,-0.16801569443198155,0.0,0.293363346785465,-2.388699193222943,3.205601372285578,-3.978640927475646e-10,-1.0517745438937502,,,-0.03650704031715575,2.9203363006923118,2.9203363006923078,0.18962658091843207,-0.9475466634011311,-0.742565459099437,-0.042059021436739195,-0.04205902143674962,1.2925083460964377,-0.6410332460734608,1.4749532628598903,1.3147324586385127,0.16974557857918723,0.8802632607831596,-1.244317301361528,1.3677865443928863,1.647196277171781,1.6361294480043822
